CLAVE,NOMBRE,DESCRIPCION
010-000-2616-00,LEVETIRACETAM SOLUCIÓN ORAL.  (100MG/ML),CADA 100 ML CONTIENEN: LEVETIRACETAM 10 GR. ENVASE CON 300 ML. (100 MG/ ML)
010-000-1007-00,LEVOTIROXINA TABLETA. (100MCG),CADA TABLETA CONTIENE: LEVOTIROXINA SODICA EQUIVALENTE A 100 MICROGRAMOS DE LEVOTIROXINA SÓDICA ANHIDRA. ENVASE CON 100 TABLETAS.
010-000-0264-00,LIDOCAÍNA SOLUCIÓN AL 10 %. ,CADA 100 ML CONTIENE: LIDOCAÍNA 10.0 G. ENVASE CON 115 ML CON ATOMIZADOR MANUAL. . 
010-000-0262-00,LIDOCAÍNA SOLUCIÓN INYECTABLE AL 2 %. ,CADA FRASCO ÁMPULA CONTIENE: CLORHIDRATO DE LIDOCAÍNA 1 G. ENVASE CON 5 FRASCOS ÁMPULA CON 5O ML
010-000-0265-00,"LIDOCAINA, EPINEFRINA SOLUCIÓN INYECTABLE AL 2%. ","CADA FRASCO ÁMPULA CONTIENE: CLORHIDRATO DE LIDOCAÍNA 1G, EPINEFRINA (1:200 000) 0.25 MG.ENVASE CON 5 FRASCOS ÁMPULA CON 50 ML."
010-000-2145-00,LORATADINA JARABE.CADA 100 ML ,CONTIENEN: LORATADINA 100 MG ENVASE CON 60 ML Y DOSIFICADOR.
010-000-2520-00,LOSARTÁN GRAGEA O COMPRIMIDO RECUBIERTO.  (50MG),CADA GRAGEA O COMPRIMIDO RECUBIERTO CONTIENE: LOSARTAN POTASICO 50 MG.  ENVASE CON 30 GRAGEAS O COMPRIMIDOS RECUBIERTOS.
010-000-3629-00,MAGNESIO SULFATO DE SOLUCIÓN INYECTABLE. (1GR),CADA AMPOLLETA CONTIENE: SULFATO DE MAGNESIO 1G (MAGNESIO 8.1 MILIEQUIVALENTE SULFATO 8.1 MILIEQUIVALENTE) ENVASE CON 100 AMPOLLETAS DE 10 ML CON 1 G (100 MG/1 ML).
010-000-0109-00,METAMIZOL SÓDICO  SOLUCIÓN INYECTABLE. (1GR/2ML),CADA AMPOLLETA CONTIENE METAMIZOL SÓDICO 1 G. ENVASE CON 3 AMPOLLETAS CON 2 ML
010-000-0108-00,METAMIZOL SÓDICO. COMPRIMIDO. (500MG),CADA COMPRIMIDO CONTIENE: METAMIZOL SÓDICO 500MG. ENVASE CON 10 COMPRIMIDOS. 
010-000-5165-00,METFORMINA TABLETA. (850MG),CADA TABLETA CONTIENE: CLORHIDRATO DE METFORMINA 850 MG ENVASE CON 30 TABLETAS.
010-000-0566-00,METILDOPA TABLETA. (250MG),CADA TABLETA CONTIENE: METILDOPA 250 MG. ENVASE CON 30 TABLETAS.
010-000-0476-00,METILPREDNISOLONA SOLUCIÓN INYECTABLE. (500MG),CADA FRASCO ÁMPULA CON LIOFILIZADO CONTIENE SUCCINATO SÓDICO DE METILPREDNISOLONA EQUIVALENTE A 500 MG DE METILPREDNISOLONA. ENVASE CON 50 FRASCOS ÁMPULA Y 50 AMPOLLETAS CON 8 ML DE DILUYENTE.
010-000-3433-00,METILPREDNISOLONA SUSPENSIÓN INYECTABLE. (40MG/2ML),CADA ML CONTIENE: ACETATO DE METILPREDNISOLONA 40 MG. UN FRASCO ÁMPULA CON 2 ML
010-000-1241-00,METOCLOPRAMIDA SOLUCIÓN INYECTABLE. (10MG/2ML),CADA AMPOLLETA CONTIENE: CLORHIDRATO DE METOCLOPRAMIDA 10 MG. ENVASE CON 6 AMPOLLETAS DE 2 ML. 
010-000-1243-00,METOCLOPRAMIDA SOLUCIÓN.  (4MG) (20ML),CADA ML CONTIENE: CLORHIDRATO DE METOCLOPRAMIDA 4 MG. ENVASE FRASCO GOTERO CON 20 ML.
010-000-1242-00,METOCLOPRAMIDA TABLETA. (10MG),CADA TABLETA CONTIENE: CLORHIDRATO DE METOCLOPRAMIDA 10 MG. ENVASE CON 20 TABLETAS.
010-000-0572-00,METOPROLOL TABLETA. (100MG),CADA TABLETA CONTIENE: TARTRATO DE METOPROLOL 100 MG. ENVASE CON 20 TABLETAS.
010-000-1561-00,METRONIDAZOL ÓVULO O TABLETA VAGINAL. (500MG),CADA ÓVULO O TABLETA CONTIENE: METRONIDAZOL 500 MG ENVASE CON 10 ÓVULOS O TABLETAS.
010-000-1310-00,METRONIDAZOL SUSPENSIÓN ORAL 120 ML Y DOSIFICADOR. (250MG),CADA 5 ML CONTIENEN: BENZOILO DE METRONIDAZOL EQUIVALENTE A 250 MG . ENVASE CON 
010-000-1308-01,METRONIDAZOL TABLETA. (500MG),CADA TABLETA CONTIENE: METRONIDAZOL 500 MG. ENVASE CON 30 TABLETAS.
010-000-0891-00,MICONAZOL CREMA (20MG) (20GR),CADA GRAMO CONTIENE: NITRATO DE MICONAZOL 20 MG. ENVASE CON 20 G.
010-000-6034-00,MIFEPRISTONA. TABLETA. (200MG),CADA TABLETA CONTIENE: MIFEPRISTONA 200 MG.  ENVASE CON UNA TABLETA.
010-000-6012-04,MISOPROSTOL. TABLETA (200MG),CADA TABLETA CONTIENE: MISOPROSTOL 200 MICROGRAMOS. ENVASE CON 12 TABLETAS
010-000-5383-00,MULTIVITAMINAS (POLIVITAMINAS Y MINERALES JARABE .  ,CADA 5 ML CONTIENEN: VITAMINA A 2 500 UI. VITAMINA D2 200 UI. VITAMINA E 15.0 MG. VITAMINA C 60.0 MG. TIAMINA 1.05 MG. RIBOFLAVINA 1.2 MG. PIRIDOXINA 1.05 MG. CIANOCOBALAMINA 4.5 ΜG. NICOTINAMIDA 13.5 MG. HIERRO ELEMENTAL 10.0 MG.
010-000-4376-00,"MULTIVITAMINAS (POLIVITAMINAS) Y MINERALES (TABLETA, CAPSULA O GRAGEA. ","CADA TABLETA, CAPSULA O GRAGEA CONTIENE: CLORHIDRATO DE TIAMINA. (VITAMINA B1) 5.0 A 10.0 MG. RIBOFLAVINA (VITAMINA B2) 2.5 A 10.0 MG. CLORHIDRATO DE PIRIDOXINA (VITAMINAB6) 2.0 A 5.0 MG. NICOTINAMIDA (NIACINAMIDA) 10.0 A 100.0 MG. CIANOCOBALAMINA (VITAMINA B12) 3.0 A 5.0 ΜG. ACETATO DE ALFATOCOFEROL (VITAMINA E) 3.0 A 20.0 MG. RETINOL (VITAMINA A) 2000.0 A 10000.0 UI. COLECALCIFEROL (VITAMINA D3) 200.0 A 1000.0 UI. ACIDO PANTOTENICO 2.0 A 7.0 MG. SULFATO FERROSO 15.0 A 60.0 MG. SULFATO DE COBRE 1.0 A 4.0 MG. YODURO O FOSFATO DE POTASIO 0.15 A 4.0 MG. GLICEROFOSFATO, SULFATO O HIPOSULFITO DE MAGNESIO 1.0 A 8.00 MG. FOSFATO DE MAGNESIO 5.0 A 133.0 MG. CLORURO, FOSFATO O SULFATO DE ZINC 3.0 A 25.0 MG.)"
010-000-5385-00,MULTIVITAMINAS SOLUCIÓN INYECTABLE INFANTIL. ,"CADA FRASCO ÁMPULA CON LIOFILIZADOCONTIENE: RETINOL (VITAMINA A) 2000.0 UI, COLECALCIFEROL (VITAMINA D TRES) 200.0 UI, ACETATO DE ALFA TOCOFEROL (VITAMINA E) 7.0 UI, NICOTINAMIDA 17.0 MG, RIBOFLAVINA 1.4 MG, CLORHIDRATO DE PIRIDOXINA EQUIVALENTE A 1.0 MG, DE PIRIDOXIMA DEXPANTENO EQUIVALENTE A 5.0 MG. DE ACIDO PANTOTENICO CLORHIDRATO DE TIAMINA EQUIVALENTE A 1.2 MG DE TIAMINA, ACIDO ASCORBICO 80.0 MG, BIOTINA 0.02 MG CIANOCOBALAMINA 0.001 MG, ACIDO FOLICO 0.14 MG, VITAMINA K 0.2 MG . ENVASE CON 1 FRASCO ÁMPULA Y 1 AMPOLLETA CON 5 ML DE DILUYENTE."
010-000-3407-00,NAPROXENO TABLETA. (250MG),CADA TABLETA CONTIENE: NAPROXENO 250 MG ENVASE CON 30 TABLETAS.
010-000-2823-00,"NEOMICINA, POLIMIXINA B Y GRAMICIDINA SOLUCIÓN OFTÁLMICA. ",CONTIENE: SULFATO DE NEOMICINA EQUIVALENTE A 1.75 MG DE NEOMICINA. SULFATO DE POLIMIXINA B EQUIVALENTE A 5 000 U DE POLIMIXINA B. GRAMICIDINA 25 MICROGRAMOS ENVASE CON GOTERO INTEGRAL CON 15 ML.
010-000-0291-00,NEOSTIGMINA SOLUCIÓN INYECTABLE ,CADA AMPOLLETA CONTIENE: METILSULFATO DE NEOSTIGMINA 0.5 MG. ENVASE CON 6 AMPOLLETAS CON 1 ML.
010-000-0597-00,NIFEDIPINO CÁPSULA DE GELATINA BLANDA (10MG),CADA CÁPSULA CONTIENE: NIFEDIPINO 10 MG. ENVASE CON 20 CAPSULAS.
010-000-0599-00,NIFEDIPINO COMPRIMIDO DE LIBERACIÓN PROLONGADA. (30MG),CADA COMPRIMIDO CONTIENE: NIFEDIPINO 30 MG . ENVASE CON 30 COMPRIMIDOS
010-000-1566-00,NISTATINA ÓVULO O TABLETA VAGINAL. (100 000 UI),CADA ÓVULO O TABLETA CONTIENE: NISTATINA 100 000 UI.ENVASE CON 12 OVULOS O TABLETAS.
010-000-4260-00,NISTATINA SUSPENSIÓN ORAL. ( 2 400 000 UI),CADA FRASCO CON POLVO CONTIENE: NISTATINA 2 400 000 UI.  ENVASE PARA 24 ML.
010-000-0569-00,NITROPRUSIATO DE SODIO SOLUCIÓN INYECTABLE. (50MG),CADA FRASCO ÁMPULA CON POLVO O SOLUCIÓN CONTIENE: NITROPRUSIATO DE SODIO 50 MG. ENVASE CON UN FRASCO AMPULA CON O SIN DILUYENTE.
010-000-0612-00,NOREPINEFRINA. SOLUCIÓN INYECTABLE. (4MG/4ML),CADA AMPOLLETA CONTIENE:  BITARTRATO DE NOREPINEFRINA EQUIVALENTE A 4 MG DE NOREPINEFRINA. ENVASE CON 50 AMPOLLETAS DE 4 ML. 
010-000-5187-00,OMEPRAZOL SOLUCIÓN INYECTABLE. (40MG),CADA FRASCO ÁMPULA CON LIOFILIZADO CONTIENE:  OMEPRAZOL SÓDICO EQUIVALENTE A  40 MG DE OMEPRAZOL O PANTOPRAZOL SÓDICO EQUIVALENTE A 40 MG DE PANTOPRAZOL. ENVASE CON UN FRASCO ÁMPULA CON LIOFILIZADO Y AMPOLLETA CON 10 ML DE DILUYENTE. 
010-000-5428-00,ONDANSETRÓN SOLUCIÓN INYECTABLE. (8MG/4ML),CADA AMPOLLETA O FRASCO ÁMPULA CONTIENE: CLORHIDRATO DIHIDRATADO DE ONDANSETRÓN EQUIVALENTE A 8 MG DE ONDANSETRÓN ENVASE CON 3 AMPOLLETAS O FRASCOS ÁMPULA CON 4 ML.
010-000-1551-00,ORCIPRENALINA SOLUCIÓN INYECTABLE (0.5MG/1ML),CADA AMPOLLETA CONTIENE: SULFATO DE ORCIPRENALINA 0.5 MG.  ENVASE CON 3 AMPOLLETAS CON 1 ML.
010-000-1552-00,ORCIPRENALINA TABLETA CADA TABLETA (20MG),CONTIENE: SULFATO DE ORCIPRENALINA 20 MG ENVASE CON 30 TABLETAS.
010-000-0804-00,OXIDO DE ZINC PASTA . ,CADA 100 G CONTIENEN: ÓXIDO DE ZINC 25. 0 G.  ENVASE CON 30 G.
010-000-1542-00,OXITOCINA SOLUCIÓN INYECTABLE. (5 UI / 1ML),CADA AMPOLLETA CONTIENE: OXITOCINA: 5 UI. ENVASE CON 50 AMPOLLETAS CON 1 ML.
010-000-5186-01,PANTOPRAZOL O RABEPRAZOL U OMEPRAZOL TABLETA O GRAGEA O CÁPSULA. ,CADA TABLETA O GRAGEA O CÁPSULA CONTIENE: PANTOPRAZOL 40 MG O RABEPRAZOL SÓDICO 20 MG U OMEPRAZOL 20 MG. ENVASE CON 14 TABLETAS O GRAGEAS O CÁPSULAS.
010-000-0106-00,PARACETAMOL SOLUCIÓN ORAL. (100MG/15ML) GOTERO,"CADA ML CONTIENE: PARACETAMOL 100MG. ENVASE CON 15ML, GOTERO CALIBRADO A 0.5 Y 1 ML, INTEGRADO O ADJUNTO AL ENVASE QUE SIRVA COMO TAPA.  "
010-000-0104-00,PARACETAMOL TABLETA. (500MG),CADA TABLETA CONTIENE: PARACETAMOL 500 MG. ENVASE CON 10 TABLETAS.  
010-000-5721-00,"PARACETAMOL,  SOLUCIÓN INYECTABLE. (1 GR)",CADA FRASCO CONTIENE: PARACETAMOL1 GR. ENVASE CON UN FRASCO CON 100 ML. 
010-000-1271-00,PLANTAGO PSYLLIUM POLVO. ,CADA 100 G CONTIENEN: POLVO DE CÁSCARA DE SEMILLA DE PLÁNTAGO PSYLLIUM 49.7 G ENVASE CON 400 G.
010-000-0901-00,PODOFILINA SOLUCIÓN DÉRMICA. ,CADA ML CONTIENE: RESINA DE PODOFILINA 250 MG. ENVASE CON 5 ML.
010-000-0573-00,PRAZOSINA CAPSULA O COMPRIMIDO. (1MG),CADA CÁPSULA O COMPRIMIDO CONTIENE: CLORHIDRATO DE PRAZOSINA EQUIVALENTE A 1 MG DE PRAZOSINA. ENVASE CON 30 CÁPSULAS O COMPRIMIDOS.
010-000-0472-00,PREDNISONA TABLETA. (5MG),CADA TABLETA CONTIENE: PREDNISONA 5 MG. ENVASE CON 20 TABLETAS.
010-000-0246-00,PROPOFOL EMULSIÓN INYECTABLE. (200MG/20ML),CADA AMPOLLETA O FRASCO ÁMPULA CONTIENE: PROPOFOL 200 MG. EN EMULSION CON EDETATO DISÓDICO (DIHIDRATADO). ENVASE CON 5 AMPOLLETAS O FRASCOS ÁMPULA DE 20 ML
010-000-0530-00,PROPRANOLOL TABLETA (40MG),CADA TABLETA CONTIENE: CLORHIDRATO DE PROPRANOLOL 40 MG ENVASE CON 30 TABLETAS.
010-000-5236-00,RANIBIZUMAB SOLUCIÓN INYECTABLE. (2.3MG/0.23ML),"CADA FRASCO ÁMPULA CONTIENE: RANIBIZUMAB 2.3 MG. ENVSE CON UN FRASCO ÁMPULA CON 0.23 ML (2.3 MG/0.23 ML). UNA AGUJA DE FILTRO, UNA AGUJA DE INYECCIÓN Y UNA JERINGUILLA PARA INYECCIÓN INTRAVÍTREA."
010-000-1233-00,RANITIDINA GRAGEA O TABLETA. (150MG),CADA GRAGEA O TABLETA CONTIENE: CLORHIDRATO DE RANITIDINA EQUIVALENTE A 150 MG DE RANITIDINA.ENVASE CON 20 GRAGEAS O TABLETAS. 
010-000-2151-00,RANITIDINA JARABE (150MG),CADA 10 ML CONTIENE: CLORHIDRATO DE RANITIDINA 150 MG. ENVASE CON 200 ML.
010-000-1234-01,RANITIDINA SOLUCIÓN INYECTABLE. (50MG/5ML),CADA AMPOLELTA CONTIENE: CLORHIDRATO DE RANITIDINA EQUIVALENTE A 50 MG DE RANITIDINA. ENVASE CON 5 AMPOLLETAS DE 5 ML. 
010-000-4059-00,"ROCURONIO, BROMURO DE SOLUCIÓN INYECTABLE. (50MG/5ML)",CADA AMPOLLETA O FRASCO ÁMPULA CONTIENE: BROMURO DE ROCURONIO 50 MG. ENVASE CON 12 AMPOLLETAS O FRASCOS AMPULA DE 5 ML.
010-000-0269-00,ROPIVACAINA  SOLUCIÓN INYECTABLE. (40MG/20ML),CADA AMPOLLETA CONTIENE: CLORHIDRATO DE ROPIVAC AÍNA MONOHIDRATADA EQUIVALENTE A 40 MG DE CLORHIDRATO DE ROPIVACAÍNA. ENVASE CON 5 AMPOLLETAS CON 20 ML. 
010-000-0270-00,ROPIVACAÍNA SOLUCIÓN INYECTABLE. (150MG/20ML),CADA AMPOLLETA CONTIENE: CLORHIDRATO DE ROPIVACAÍNA MONOHIDRATADA EQUIVALENTE A 150 MG DE CLORHIDARATO DE ROPIVACAÍNA. ENVASE CON 5 AMPOLLETAS CON 20 ML.. 
010-000-0439-00,SALBUTAMOL SOLUCIÓN PARA NEBULIZADOR ,CADA 100 ML CONTIENEN: SULFATO DE SALBUTAMOL 0.5 G. ENVASE CON 10 ML.
010-000-0429-00,SALBUTAMOL SUSPENSIÓN EN AEROSOL. ,CADA INHALADOR CONTIENE: SALBUTAMOL 20 MG Ó SULFATO DE SALBUTAMOL EQUIVALENTE A 20 MG DE SALBUTAMOL. ENVASE CON INHALADOR CON 200 DOSIS DE 100UG.  
010-000-1272-00,SENOSIDOS A-B TABLETA. ,CADA TABLETA CONTIENE: CONCENTRADOS DE SEN DESECADOS 187 MG (NORMALIZADO A 8.6 MG DE SENOSIDOS A-B). ENVASE CON 20 TABLETAS.
010-000-3662-00,SEROALBÚMINA HUMANA O ALBÚMINA HUMANA.SOLUCIÓN INYECTABLE(12.5G) ,CADA ENVASE CONTIENE: SEROALBÚMINA HUMANA O ALBÚMINA HUMANA 12.5 G. ENVASE CON 50 ML
010-000-4552-00,SEROALBUMINA HUMANA O ALBUMINA HUMANA.SOLUCION INYECTABLE(10G),CADA ENVASE CONTIENE: SEROALBUMINA HUMANA O ALBUMINA HUMANA 10 G. ENVASE CON 50 ML.
010-000-0233-00,SEVOFLURANO LÍQUIDO SOLUCIÓN.  (250ML),CADA ENVASE CONTIENE: SEVOFLURANO 250ML. ENVASE CON 250 ML DE LÍQUIDO O SOLUCIÓN. 
010-000-4308-00,SILDENAFIL TABLETA. (50MG),CADA TABLETA CONTIENE: CITRATO DE SILDENAFIL EQUIVALENTE A SILDENAFIL 50 MG. ENVASE CON 1 TABLETA.  
030-000-0003-00,SUCEDANEO DE LECHE HUMANA DE PRETERMINO. ,POLVO. ENVASE CON 400 A 454 G Y MEDIDA DE 4.3 A 5.37 G.
030-000-0011-00,SUCEDÁNEO DE LECHE HUMANA DE TÉRMINO. ,ENVASE CON 400 A 454 G Y MEDIDA DE 4.30 A 4.50 G 
030-000-0012-00,SUCEDÁNEO DE LECHE HUMANA DE TÉRMINO SIN LACTOSA. POLVO. ,ENVASE CON 400 A 454 G Y MEDIDA DE 4.3 A 4.5 G.
010-000-5176-00,SUCRALFATO TABLETA. CADA TABLETA CONTIENE: SUCRALFATO 1 G ,ENVASE CON 40 TABLETAS.
010-000-4126-00,SULFADIAZINA DE PLATA CREMA ,CADA 100 GRAMOS CONTIENE: SULFADIAZINA DE PLATA MICRONIZADA 1 G ENVASE CON 375 G.
010-000-1704-00,SULFATO FERROSO SOLUCIÓN ,CADA ML CONTIENE: SULFATO FERROSO HEPTAHIDRATADO 125 MG EQUIVALENTE A 25 MG DE HIERRO ELEMENTAL. ENVASE GOTERO CON 15 ML.
010-000-1703-00,SULFATO FERROSO TABLETA. ,CADA TABLETA CONTIENE: SULFATO FERROSO DESECADO APROXIMADAMENTE 200 MG EQUIVALENTE A 60.27 MG DE HIERRO ELEMENTAL. ENVASE CON 30 TABLETAS.
010-000-4114-00,TRINITRATO DE GLICERILO SOLUCIÓN INYECTABLE. (50MG/10ML),CADA FRASCO ÁMPULA CONTIENE: TRINITRATO DE GLICERILO 50 MG. ENVASE CON UN FRASCO ÁMPULA DE 10 ML. 
010-000-2622-00,VALPROATO DE MAGNESIO TABLETA. CON CUBIERTA O CAPA ENTERICA O TABLETA DE LIBERACIÓN RETARDADA  (200MG),CADA TABLETA CONTIENE: VALPROATO DE MAGNESIO  200 MG EQUIVALENTE A  185.6 MG DE ACIDO VALPROICO O VALPROATO DE MAGNESIO  200 MG. ENVASE  CON 40 TABLETAS.
010-000-0254-00,VECURONIO SOLUCIÓN INYECTABLE. CADA FRASCO ÁMPULA CON LIOFILIZADO (4MG/ML),CONTIENE: BROMURO DE VECURONIO 4 MG. ENVASE CON 50 FRASCOS ÁMPULA Y 50 AMPOLLETAS CON 1 ML DE DILUYENTE (4MG/ML) 
010-000-1098-00,"VITAMINA A, C, D SOLUCIÓN. ",CADA ML CONTIENE: PALMITATO DE RETINOL 7000 A 9000 UI. ÁCIDO ASCÓRBICO 80-125 MG COLECALCIFEROL 1400 A 1800 UI. ENVASE CON 15ML.
010-000-0261-00,LIDOCAÍNA SOLUCION INYECTABLE AL 1%. ,CADA FRASCO AMPULA CONTIENE: CLORHIDRATO DE LIDOCAINA 500 MG. ENVASE CON 5 FRASCOS AMPULA CON 50 ML.
000-000-0001-00,"PROGESTERONA CAPSULA O PERLA 200 MG DE PROGESTERONA, ",ENVASE CON 14 CAPSULAS O PERLAS
000-000-0002-00,LIDOCINA 2% CARTUCHO DENTAL 36 MG ,"DE CLORHIDRATO DE LIDOCAINA EXIPIENTE CBP 1.8 ML, ENVASE CON 50 CARTUCHOS DENTALES CON 1.8 ML."
010-000-2715-00,"VITAMINA ""E"" CAPSULA 400 UI ","DE VITAMINA ""E"", ENVASE CON 100 CAPSULAS."
010-000-2619-98,LEVETIRACETAM SOLUCION INYECTABLE 500 MG/5 ML AMPULA,
000-000-0003-00,ACIDO TRANEXAMICO SOLUCION INYECTABLE 100 MG/ML AMPULA CON 10 ML,
010-000-5100-00,MILRINONA SOLUCION INYECTABLE 20 MG ,ENVASE CON UN FRASCO AMPULA CON 20 ML (1 MG/1 ML)
010-000-3675-00,AGUA INYECTABLE SOLUCIÓN INYECTABLE. ,CADA ENVASE CONTIENE: AGUA INYECTABLE 500 ML. ENVASE CON 500 ML.
010-000-3666-01,ALMIDON SOLUCIÓN INYECTABLE AL 6 % ,"CADA 100 ML CONTIENEN: POLI-(O-2 HIDROXIETIL)-ALMIDÓN (130,000 DALTONS) O HIDROXIETIL ALMIDON (130/0.4) 6 G ENVASE CON 500 ML."
010-000-3626-00,SALINA SOLUCIÓN INYECTABLE AL 0.9%  (50ML),CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G AGUA INYECTABLE 100 ML. ENVASE CON 50 ML.
010-000-3610-00,SALINA SOLUCIÓN INYECTABLE AL 0.9% (1000ML),CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G AGUA INYECTABLE 100 ML . ENVASE CON 1 000 ML. CONTIENE: SODIO 154 MILIEQUIVALENTES CLORURO 154 MILIEQUIVALENTES.
010-000-3608-00,SALINA SOLUCIÓN INYECTABLE AL 0.9% (250ML),CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G AGUA INYECTABLE 100 ML ENVASE CON 250 ML. CONTIENE: SODIO 38.5 MILIEQUIVALENTES CLORURO 38.5 MILIEQUIVALENTES.
010-000-3609-00,SALINA SOLUCIÓN INYECTABLE AL 0.9% (500ML),CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G AGUA INYECTABLE 100 ML ENVASE CON 500 ML. CONTIENE: SODIO 77 MILIEQUIVALENTES. CLORURO 77 MILIEQUIVALENTES.
010-000-3627-00,SALINA SOLUCIÓN INYECTABLE AL 0.9% (100ML),CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G AGUA INYECTABLE 100 ML. ENVASE CON 100 ML.
010-000-3613-00,CLORURO DE SODIO Y GLUCOSA SOLUCIÓN INYECTABLE (1000ML),CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G GLUCOSA ANHIDRA O GLUCOSA 5.0 G O GLUCOSA MONOHIDRATADA EQUIVALENTE A 5.0 G DE GLUCOSA. ENVASE CON 1 000 ML. CONTIENE: SODIO 154.0 MEQ CLORURO 154.0 MEQ GLUCOSA 50.0 G.
010-000-3612-00,CLORURO DE SODIO Y GLUCOSA SOLUCIÓN INYECTABLE (500ML),CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G GLUCOSA ANHIDRA O GLUCOSA 5.0 G O GLUCOSA MONOHIDRATADA EQUIVALENTE A 5.0 G DE GLUCOSA. ENVASE CON 500 ML. CONTIENE: SODIO 77 MEQ CLORURO 77 MILIEQUIVALENTES GLUCOSA 25 G.
010-000-3604-00,GLUCOSA SOLUCIÓN INYECTABLE AL 10% (500ML),CADA 100 ML CONTIENEN: GLUCOSA ANHIDRA O GLUCOSA 10 G O GLUCOSA MONOHIDRATADA EQUIVALENTE A 10.0 GDE GLUCOSA. ENVASE CON 500 ML. CONTIENE: GLUCOSA 50.0 G
010-000-3630-00,GLUCOSA SOLUCIÓN INYECTABLE AL 5 % (500ML),CADA 100 ML CONTIENE: GLUCOSA ANHIDRA OGLUCOSA 5 G O GLUCOSA MONOHIDRATADA EQUIVALENTE A 5.0 G DE GLUCOSA. ENVASE CON 500 ML. CONTIENE: GLUCOSA 25.0 G.
010-000-3625-00,GLUCOSA SOLUCIÓN INYECTABLE AL 5% (100ML),CADA 100 ML CONTIENEN: GLUCOSA ANHIDRA O GLUCOSA 5 G O GLUCOSA MONOHIDRATADA EQUIVALENTE A 5.0 G DE GLUCOSA. ENVASE CON 100 ML. CONTIENE: GLUCOSA 5.0 G.
010-000-3624-00,GLUCOSA SOLUCIÓN INYECTABLE AL 5% (50ML),CADA 100 ML CONTIENEN: GLUCOSA ANHIDRA O GLUCOSA 5 G O GLUCOSA MONOHIDRATADA EQUIVALENTE A 5.0 G DE GLUCOSA. ENVASE CON 50 ML. CONTIENE: GLUCOSA 5.0 G.
010-000-3603-00,GLUCOSA SOLUCIÓN INYECTABLE AL 5%. (1000ML),CADA 100 ML CONTIENEN: GLUCOSA ANHIDRA O GLUCOSA 5 G O GLUCOSA MONOHIDRATADA EQUIVALENTE A 5.0 G DE GLUCOSA ENVASE CON 1 000 ML. CONTIENE: GLUCOSA 50.0 G.
010-000-3617-00,SOLUCION HARTMANN. SOLUCIÓN INYECTABLE. (250ML),CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.600 G CLORURO DE POTASIO 0.030 G CLORURO DE CALCIO DIHIDRATADO 0.020 G LACTATO DE SODIO 0.310 G. ENVASE CON 250 ML. MILIEQUIVALENTES POR LITRO: SODIO 130 POTASIO 4 CALCIO 2.72-3 CLORURO 109 LACTATO 28.
010-000-3607-00,GLUCOSA SOLUCIÓN INYECTABLE AL 50%. (50ML),CADA 100 ML CONTIENEN: GLUCOSA ANHIDRA O GLUCOSA 50 G Ó GLUCOSA MONOHIDRATADA EQUIVALENTE A 50.0 G DE GLUCOSA .ENVASE CON 50 ML. CONTIENE: GLUCOSA 25.0 G.
010-000-3616-00,SOLUCION HARTMANN. SOLUCIÓN INYECTABLE. (1000ML),CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.600 G CLORURO DE POTASIO 0.030 G CLORURO DE CALCIO DIHIDRATADO 0.020 G LACTATO DE SODIO 0.310 G. ENVASE CON 1000 ML. MILIEQUIVALENTES POR LITRO: SODIO 130 POTASIO 4 CALCIO 2.72-3 CLORURO 109 LACTATO 28.
010-000-3615-00,SOLUCION HARTMANN. SOLUCION INYECTABLE. (500ML),CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.600 G CLORURO DE POTASIO 0.030 G CLORURO DE CALCIO DIHIDRATADO 0.020 G LACTATO DE SODIO 0.310 G. ENVASE CON 500 ML. MILIEQUIVALENTES POR LITRO: SODIO 130 POTASIO 4 CALCIO 2.72-3 CLORURO 109 LACTATO 28.
040-000-4026-00,BUPRENORFINA SOLUCIÓN INYECTABLE. (0.3MG/1ML),CADA AMPOLLETA O FRASCO ÁMPULA CONTIENE: CLORHIDRATO DE BUPRENORFINA EQUIVALENTE A 0.3 MG DE BUPRENORFINA. ENVASE CON 6 AMPOLLETAS O FRASCOS ÁMPULA CON 1 ML.  
040-000-0202-00,DIAZEPAM SOLUCIÓN INYECTABLE. (10MG/2ML),CADA AMPOLLETA CONTIENE: 10 MG. ENVASE CON 50 AMPOLLETAS DE 2 ML. 
040-000-2107-00,EFEDRINA  SOLUCIÓN INYECTABLE.  (25MG/ML),CADA AMPOLLETA CONTIENE: SULFATO DE EFEDRINA 50 MG. ENVASE CON 100 AMPOLLETAS CON 2 ML (25 MG/ML).
040-000-1544-00,ERGOMETRINA SOLUCIÓN INYECTABLE. ,CADA AMPOLLETA CONTIENE: MALEATO DE ERGOMETRINA  0.2 MG. ENVASE CON 50 AMPOLLETAS DE 1 ML.
